location_type,climate_zone,household_size,monthly_income,electricity_kwh,natural_gas_kwh,lpg_kg,solar_kwh,renewable_energy_percent,car_km,car_fuel_efficiency,petrol_liters,diesel_liters,motorcycle_km,ev_km,ev_charging_kwh,public_transport_percent,bus_km,train_km,flight_hours,flight_distance_km,diet_type,beef_meals_month,dairy_servings_month,food_waste_kg,local_food_percent,total_waste_kg,recycled_waste_percent,composted_waste_percent,plastic_waste_kg,paper_waste_kg,home_size_sqft,ac_hours_month,heating_hours_month,shopping_trips_month,clothing_items_month,electronics_items_year,tree_planting_year,carbon_emission_kg
urban,hot,3.0,22724.0,434.18,25.33,4.5,0.0,0.0,0.0,15.53,0.0,0.0,195.41,0.0,0.0,33.56,162.27,183.87,0.64,511.3,non_vegetarian,6.0,9.0,,83.8,10.08,58.91,11.67,1.23,1.21,1131.96,121.04,6.61,2.0,2.0,0.0,0.0,596.46
urban,moderate,1.0,54864.37,230.78,12.98,,0.0,0.0,0.0,21.7,0.0,0.0,91.71,0.0,0.0,60.31,104.6,219.3,0.91,672.83,vegetarian,0.0,17.0,0.65,99.11,3.35,74.25,,0.54,0.59,522.56,5.28,9.49,1.0,4.0,0.0,1.0,379.25
urban,moderate,3.0,13286.43,123.05,53.16,9.45,0.0,3.64,0.0,15.22,0.0,0.0,146.46,0.0,0.0,67.95,188.86,673.45,3.55,2995.68,vegetarian,0.0,13.0,10.38,50.65,3.52,56.39,35.59,0.77,0.46,746.22,12.82,4.6,0.0,1.0,0.0,1.0,792.07
urban,hot,1.0,115353.93,224.76,22.35,1.73,0.0,0.0,0.0,8.23,0.0,,0.0,0.0,0.0,59.4,185.82,103.16,0.24,197.2,non_vegetarian,5.0,20.0,0.77,57.06,2.38,,15.82,0.4,0.32,1181.38,76.66,6.38,6.0,5.0,4.0,1.0,354.64
urban,hot,5.0,89477.71,553.22,143.5,16.61,0.0,0.0,0.0,13.55,0.0,0.0,0.0,0.0,0.0,49.24,310.63,23.6,0.39,301.2,vegetarian,0.0,19.0,11.75,61.92,28.12,35.64,24.9,3.8,3.1,1295.12,70.89,1.0,7.0,3.0,2.0,1.0,598.07
urban,moderate,,100885.68,222.75,54.27,5.17,0.0,3.36,149.77,13.85,8.92,1.89,230.43,348.58,54.77,39.21,231.45,739.65,3.98,3119.76,vegetarian,0.0,18.0,6.15,12.14,17.51,65.56,19.16,2.19,2.44,1524.0,15.85,10.99,2.0,1.0,2.0,1.0,959.52
urban,moderate,1.0,56429.77,85.15,35.57,,0.0,0.0,588.05,14.03,27.52,14.39,149.83,0.0,0.0,64.44,236.13,286.18,7.0,4948.74,mixed,5.0,19.0,1.5,53.07,2.15,63.79,26.3,0.4,0.17,359.02,2.15,5.91,3.0,4.0,,1.0,1272.03
urban,moderate,3.0,104113.79,157.66,20.53,5.28,0.0,0.0,759.5,12.31,31.46,30.23,512.36,0.0,0.0,40.78,58.8,69.85,3.74,2780.82,mixed,3.0,17.0,11.85,69.78,,87.56,6.38,2.17,1.52,827.96,49.35,5.64,3.0,3.0,3.0,1.0,930.61
urban,hot,3.0,43350.46,320.54,34.42,1.97,0.0,0.0,0.0,19.42,0.0,0.0,118.39,0.0,0.0,,105.95,455.99,0.65,503.65,mixed,5.0,16.0,4.96,46.96,,73.72,7.32,4.81,4.13,743.51,63.92,0.28,6.0,2.0,1.0,2.0,510.16
urban,hot,5.0,109008.28,705.04,9.07,6.78,106.06,27.01,312.45,13.38,13.8,9.54,,0.0,0.0,46.23,146.9,28.13,0.12,,mixed,1.0,19.0,17.99,40.53,47.76,89.01,3.58,6.24,4.14,1571.96,153.22,1.08,1.0,4.0,,0.0,740.25
suburban,moderate,5.0,49614.33,229.23,17.81,10.33,81.2,36.49,378.53,16.28,17.92,5.34,0.0,0.0,0.0,33.01,67.98,37.58,4.14,3240.01,vegetarian,0.0,19.0,9.47,79.87,32.68,82.25,14.39,5.45,5.31,1473.45,23.27,0.38,4.0,2.0,0.0,1.0,912.73
urban,moderate,4.0,14031.88,225.48,11.23,1.2,0.0,10.41,0.0,14.9,0.0,0.0,526.77,0.0,0.0,30.57,103.74,40.11,0.42,326.17,mixed,2.0,,9.98,91.5,13.88,68.43,12.06,2.78,1.54,937.39,1.71,12.78,2.0,3.0,0.0,1.0,394.24
urban,moderate,5.0,28123.71,249.35,56.77,,120.64,47.83,0.0,11.03,0.0,0.0,301.38,0.0,0.0,66.51,177.51,125.53,3.38,2257.6,vegetarian,0.0,16.0,2.8,49.1,16.79,54.51,30.94,2.36,3.15,1441.19,44.53,0.93,1.0,1.0,0.0,2.0,626.98
rural,cool,4.0,,267.43,312.81,18.35,209.02,73.85,1276.86,13.81,70.87,21.59,,0.0,0.0,5.66,17.03,65.45,0.58,443.8,non_vegetarian,,11.0,6.51,6.71,8.73,11.58,50.77,1.11,1.18,1251.24,18.36,109.5,3.0,2.0,3.0,2.0,652.43
urban,moderate,4.0,36880.55,272.75,41.78,4.29,0.0,3.92,521.83,20.03,17.94,8.11,0.0,0.0,0.0,,367.61,,0.61,435.29,mixed,3.0,14.0,3.8,38.57,20.74,33.72,23.53,3.79,2.92,1564.71,8.42,7.47,1.0,3.0,0.0,3.0,515.05
urban,hot,2.0,144922.99,398.83,67.02,11.58,0.0,0.0,393.15,13.02,14.24,15.96,1046.74,0.0,0.0,59.74,66.62,35.16,0.34,256.04,vegetarian,0.0,21.0,8.89,52.16,7.12,72.05,30.51,0.65,1.19,,30.18,0.08,1.0,4.0,6.0,1.0,595.92
suburban,moderate,3.0,56852.47,249.25,39.73,28.2,0.0,8.9,253.0,19.69,8.9,3.94,0.0,0.0,0.0,18.28,39.56,74.47,3.31,2372.66,vegetarian,0.0,23.0,4.61,80.08,11.67,75.87,21.21,2.38,1.07,966.75,46.76,3.48,0.0,1.0,0.0,1.0,735.15
,moderate,3.0,39537.87,,83.36,4.85,0.0,0.0,0.0,15.53,0.0,0.0,203.88,0.0,0.0,21.02,58.42,59.8,0.79,550.06,non_vegetarian,6.0,21.0,6.41,52.02,10.65,62.97,34.99,1.53,0.96,564.45,16.99,,0.0,,1.0,0.0,427.43
urban,cool,3.0,30437.05,279.69,85.71,5.41,381.68,100.0,653.02,13.93,35.24,11.65,141.48,0.0,0.0,53.2,219.88,31.96,1.88,1483.42,,2.0,18.0,1.23,57.78,21.76,90.59,20.54,2.65,3.47,991.1,23.53,46.12,1.0,0.0,0.0,1.0,490.57
rural,cool,4.0,13259.18,103.84,95.86,6.82,0.0,8.09,520.71,10.3,22.84,27.71,0.0,0.0,0.0,17.76,45.0,57.25,2.96,1923.01,vegetarian,0.0,23.0,15.97,57.16,21.18,41.75,11.67,2.5,2.81,1061.93,2.11,28.3,1.0,2.0,0.0,0.0,719.19
rural,cool,3.0,58502.65,197.39,126.51,10.61,0.0,0.0,101.06,16.87,4.37,1.62,929.82,0.0,0.0,37.66,39.04,28.08,4.94,3513.14,mixed,3.0,24.0,8.57,76.82,17.32,67.16,44.28,1.87,2.68,1224.53,61.33,83.17,0.0,3.0,2.0,0.0,1061.64
rural,hot,4.0,22646.19,413.9,52.47,2.87,0.0,4.89,0.0,12.26,0.0,0.0,69.69,0.0,0.0,2.25,9.27,7.21,1.23,855.95,vegetarian,0.0,22.0,15.86,68.4,14.93,27.19,32.56,1.25,1.93,1680.83,100.97,5.62,1.0,1.0,0.0,1.0,545.61
rural,moderate,2.0,39230.7,170.79,33.67,8.56,0.0,0.0,246.04,17.97,7.12,6.57,0.0,0.0,0.0,7.22,31.49,204.84,2.19,1755.17,vegetarian,0.0,19.0,0.9,82.84,5.56,54.47,41.31,0.87,1.1,534.83,5.21,4.19,0.0,4.0,1.0,0.0,564.26
urban,hot,3.0,50882.93,239.48,26.95,9.53,237.16,100.0,,11.12,0.0,0.0,0.0,0.0,0.0,39.73,88.93,124.75,1.18,831.63,mixed,1.0,22.0,4.33,78.88,9.46,88.24,26.88,1.62,1.89,1532.33,66.18,5.53,2.0,2.0,3.0,3.0,269.58
rural,cool,5.0,29930.97,565.01,64.99,7.88,0.0,0.0,355.87,14.36,14.41,10.38,135.11,0.0,0.0,3.87,10.52,126.63,8.55,5688.4,vegetarian,0.0,19.0,7.85,71.19,9.17,76.39,48.31,1.11,1.73,1384.82,24.59,136.58,1.0,1.0,0.0,0.0,1502.65
rural,moderate,5.0,36339.8,164.28,56.91,8.07,0.0,0.0,515.23,12.91,24.05,15.87,0.0,0.0,0.0,,121.89,251.94,0.41,332.03,non_vegetarian,7.0,26.0,7.78,43.28,8.23,83.66,,1.59,0.61,1003.12,33.29,2.54,4.0,5.0,1.0,1.0,538.9
rural,moderate,2.0,26030.37,88.04,12.23,,0.0,0.0,624.02,12.32,34.51,16.16,74.48,0.0,0.0,7.02,19.98,55.96,,2097.94,,2.0,13.0,0.26,42.73,9.82,80.77,19.61,2.22,1.79,1023.23,8.95,0.52,0.0,0.0,0.0,0.0,660.35
rural,cool,4.0,58200.26,,228.32,3.22,0.0,0.0,718.48,13.45,28.58,24.83,43.87,0.0,0.0,11.32,36.47,297.66,5.22,4266.54,mixed,1.0,21.0,4.02,23.33,11.28,66.21,14.95,1.11,1.47,671.6,3.85,33.92,2.0,0.0,1.0,0.0,1342.13
suburban,hot,3.0,77977.41,437.38,32.06,5.76,0.0,0.47,140.23,20.33,4.96,1.94,0.0,0.0,,38.28,77.36,,5.87,4981.71,mixed,0.0,20.0,4.92,54.98,11.28,73.27,0.86,1.3,0.8,958.2,91.21,0.62,7.0,3.0,1.0,2.0,1368.11
rural,hot,1.0,31567.18,172.99,82.43,8.43,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.76,19.13,170.3,4.34,3531.2,mixed,5.0,21.0,,59.09,5.12,40.25,7.63,0.8,0.41,1006.34,160.94,3.09,3.0,3.0,0.0,2.0,976.78
urban,hot,1.0,33128.02,193.05,109.3,8.41,0.0,0.32,0.0,20.46,0.0,0.0,106.12,0.0,,65.71,585.2,107.34,3.14,2254.87,mixed,4.0,22.0,2.14,22.94,2.0,33.01,12.92,0.21,0.11,397.2,101.81,4.22,3.0,0.0,1.0,0.0,721.51
suburban,hot,6.0,15101.85,198.59,121.71,2.44,0.0,1.36,0.0,12.8,0.0,0.0,0.0,0.0,0.0,51.07,52.29,62.38,0.4,335.37,vegetarian,0.0,20.0,5.53,98.42,46.48,49.08,32.54,7.3,3.3,1787.86,255.52,5.7,3.0,2.0,0.0,0.0,396.56
rural,hot,1.0,8758.94,194.67,,3.36,0.0,0.0,0.0,15.63,0.0,0.0,535.94,0.0,0.0,25.69,45.83,45.19,,4387.27,non_vegetarian,6.0,18.0,0.6,43.1,8.62,74.68,17.04,1.23,1.33,733.88,129.71,2.84,0.0,0.0,0.0,1.0,1097.04
,cool,5.0,44707.73,326.09,201.22,11.86,0.0,0.0,256.72,21.86,7.61,4.14,0.0,0.0,0.0,45.56,91.36,79.25,2.1,1618.09,vegetarian,0.0,23.0,6.55,60.86,17.59,91.12,47.07,4.04,2.16,1487.34,7.27,45.13,2.0,2.0,0.0,,715.59
urban,hot,3.0,18312.87,269.77,15.29,5.49,0.0,0.0,0.0,17.51,0.0,,0.0,0.0,0.0,37.46,30.82,2.86,1.49,1023.26,mixed,4.0,22.0,4.46,66.49,10.27,38.15,5.34,2.18,1.88,844.95,198.03,0.13,1.0,0.0,0.0,1.0,557.63
urban,moderate,2.0,34055.7,163.13,18.62,12.06,0.0,0.0,0.0,16.28,0.0,0.0,125.53,0.0,0.0,53.89,70.27,30.38,1.79,1248.42,mixed,4.0,16.0,2.54,55.55,8.36,79.48,42.92,1.8,1.07,537.52,33.89,4.73,2.0,1.0,0.0,0.0,506.87
urban,hot,2.0,21504.89,,38.51,23.79,0.0,0.0,569.18,10.06,26.97,29.6,0.0,243.82,52.89,65.21,52.07,673.77,2.61,2121.77,non_vegetarian,7.0,24.0,2.06,36.98,11.11,38.24,33.95,2.76,1.81,986.26,107.06,0.35,1.0,2.0,1.0,1.0,930.75
urban,hot,3.0,109835.23,270.92,47.8,6.89,324.0,100.0,0.0,12.9,0.0,0.0,0.0,0.0,0.0,33.04,,145.41,0.03,16.94,non_vegetarian,6.0,12.0,3.88,72.54,32.41,55.75,6.65,6.11,3.06,873.52,142.09,5.69,4.0,5.0,2.0,1.0,219.99
urban,cool,6.0,111053.73,325.37,,13.82,159.62,,0.0,12.94,0.0,0.0,168.51,0.0,,37.31,59.63,78.03,3.4,2375.71,mixed,4.0,16.0,19.0,84.25,17.13,39.07,20.09,4.08,1.85,1279.08,9.38,43.51,3.0,2.0,0.0,0.0,929.6
urban,moderate,,124648.1,321.13,9.58,9.49,0.0,0.0,0.0,11.72,0.0,0.0,274.71,,0.0,71.32,139.65,83.79,0.32,264.47,vegetarian,0.0,,18.83,13.14,18.5,46.11,56.08,2.11,1.0,777.84,60.28,0.04,2.0,8.0,2.0,1.0,509.26
urban,hot,3.0,26544.45,315.93,75.74,7.88,0.0,7.53,986.92,19.02,39.59,12.28,0.0,0.0,0.0,19.12,40.3,179.22,3.8,2885.27,mixed,2.0,30.0,5.27,48.12,6.33,78.42,16.83,1.55,0.83,1215.19,203.25,1.26,3.0,,0.0,1.0,1065.04
urban,hot,2.0,62161.14,327.93,20.89,,0.0,0.0,663.47,13.81,33.13,14.92,0.0,,19.33,34.59,76.19,146.3,12.01,9452.02,vegan,0.0,0.0,4.67,65.43,13.58,65.59,12.13,1.18,1.31,580.74,123.31,3.73,1.0,1.0,2.0,0.0,2115.11
urban,hot,1.0,114774.47,327.53,6.65,13.72,0.0,0.0,0.0,13.84,0.0,0.0,245.38,0.0,0.0,15.49,66.49,116.83,2.74,2213.76,vegetarian,0.0,18.0,2.11,28.69,2.04,40.09,30.65,,0.38,861.24,53.74,1.19,2.0,4.0,3.0,0.0,794.83
urban,hot,1.0,35938.86,126.42,55.35,6.68,0.0,0.0,0.0,10.96,0.0,0.0,529.38,0.0,0.0,49.28,167.97,173.43,,1087.73,mixed,,22.0,3.09,34.26,3.97,51.6,22.76,0.48,0.41,295.71,84.33,2.33,2.0,4.0,0.0,0.0,483.99
urban,hot,3.0,102599.07,249.8,54.5,0.83,0.0,2.23,,14.18,41.38,35.05,685.44,0.0,0.0,66.82,286.43,11.34,1.02,846.31,mixed,3.0,26.0,6.93,62.27,9.07,39.18,31.58,1.29,1.19,691.56,117.39,14.14,2.0,1.0,1.0,0.0,751.62
urban,hot,3.0,46858.05,417.54,,7.02,0.0,10.22,0.0,12.26,0.0,0.0,281.76,0.0,0.0,17.56,30.79,46.94,2.14,1741.34,mixed,2.0,19.0,6.76,23.93,8.3,39.83,12.24,1.8,,,108.64,5.48,1.0,0.0,2.0,0.0,752.57
rural,moderate,2.0,88638.2,137.87,32.38,7.26,182.14,100.0,0.0,18.98,0.0,0.0,60.2,0.0,0.0,,,74.26,0.62,405.12,vegetarian,0.0,34.0,5.99,79.71,16.57,50.18,23.91,3.14,0.9,837.31,4.66,6.27,,3.0,2.0,0.0,196.61
rural,moderate,2.0,28462.4,102.05,0.56,2.94,0.0,10.13,,,0.0,0.0,185.48,0.0,0.0,44.12,104.19,46.64,0.43,359.13,non_vegetarian,9.0,21.0,3.33,61.3,3.89,59.96,36.55,0.73,0.26,535.49,9.51,16.79,2.0,2.0,1.0,0.0,333.69
suburban,cool,5.0,87947.65,193.28,296.86,3.68,0.0,0.0,0.0,18.96,0.0,0.0,275.91,0.0,0.0,4.0,8.88,19.25,0.08,59.1,vegan,0.0,0.0,7.69,42.14,29.99,86.39,9.3,4.6,2.01,1452.76,8.59,72.78,3.0,0.0,1.0,3.0,261.6
urban,moderate,7.0,52509.32,356.64,23.05,10.24,0.0,0.0,0.0,17.48,0.0,0.0,0.0,0.0,0.0,54.51,63.04,317.26,0.88,585.91,mixed,1.0,11.0,23.09,24.85,43.79,27.67,43.18,6.72,7.04,1415.43,4.56,7.23,6.0,0.0,1.0,1.0,567.76
urban,hot,2.0,27235.4,155.69,,9.31,220.05,100.0,0.0,10.56,0.0,,0.0,0.0,0.0,18.11,113.28,124.02,4.88,3925.7,non_vegetarian,7.0,17.0,6.18,33.24,4.1,35.73,9.83,0.97,0.35,1171.05,153.35,2.63,4.0,2.0,1.0,2.0,891.06
rural,hot,4.0,8000.0,246.33,17.18,18.44,309.51,100.0,354.52,15.31,16.98,6.17,726.33,0.0,0.0,20.22,63.77,203.33,4.81,3797.03,vegetarian,0.0,20.0,5.32,55.1,24.82,42.8,27.58,3.87,1.48,2006.36,64.85,0.09,0.0,0.0,0.0,1.0,904.73
suburban,hot,2.0,42733.14,414.47,150.46,9.42,280.47,75.14,595.04,10.12,34.24,24.55,0.0,0.0,0.0,19.61,107.98,59.76,4.15,2832.62,mixed,2.0,20.0,4.19,71.56,14.4,,36.43,1.21,2.09,846.43,178.14,2.4,1.0,3.0,0.0,1.0,963.62
urban,moderate,4.0,98282.04,168.52,22.17,7.5,0.0,2.74,0.0,8.0,0.0,0.0,429.72,0.0,0.0,53.63,154.29,112.5,9.02,6766.53,mixed,4.0,18.0,7.06,62.39,58.21,81.79,10.9,,10.03,1354.31,49.13,2.9,5.0,3.0,1.0,0.0,1551.7
urban,cool,2.0,12777.75,348.57,314.03,13.36,104.05,24.66,0.0,12.25,0.0,0.0,0.0,0.0,0.0,55.98,,175.98,5.66,4289.37,non_vegetarian,9.0,15.0,2.31,40.49,6.77,34.18,26.41,0.89,0.4,1195.65,39.21,151.54,1.0,0.0,0.0,1.0,1277.72
urban,cool,6.0,103560.13,402.78,323.27,12.69,68.42,15.28,353.41,18.76,9.88,8.96,417.64,0.0,0.0,36.2,82.49,31.28,11.32,9371.44,non_vegetarian,11.0,14.0,5.06,60.16,33.17,80.14,28.95,5.22,1.8,1824.81,3.16,35.16,3.0,1.0,1.0,,2327.25
urban,hot,1.0,115669.73,145.02,156.73,5.82,0.0,0.81,0.0,11.96,0.0,,0.0,0.0,0.0,44.24,73.14,83.08,0.79,532.27,vegetarian,0.0,18.0,0.2,40.5,4.76,81.52,9.23,0.73,0.72,809.45,111.4,1.44,4.0,5.0,2.0,0.0,338.35
urban,moderate,3.0,148237.52,263.02,29.11,5.82,0.0,6.22,0.0,,0.0,0.0,0.0,0.0,0.0,61.06,267.84,23.74,0.51,,vegetarian,0.0,20.0,7.85,5.81,9.27,39.84,29.93,1.53,1.78,1122.39,9.19,6.75,7.0,6.0,6.0,1.0,386.63
suburban,hot,4.0,29205.59,133.86,37.75,5.46,0.0,2.12,195.68,17.06,6.04,5.43,0.0,0.0,0.0,46.87,114.1,41.01,3.81,2906.66,mixed,2.0,24.0,3.18,50.04,13.07,68.57,,3.19,1.26,874.24,70.96,8.68,0.0,3.0,3.0,2.0,848.1
urban,moderate,1.0,84477.3,,12.88,5.84,317.71,100.0,0.0,15.98,0.0,0.0,312.46,0.0,0.0,36.34,27.46,37.11,1.98,1632.31,mixed,0.0,14.0,1.28,40.0,6.98,78.86,35.26,1.38,0.6,435.97,19.12,2.93,2.0,2.0,2.0,0.0,282.54
suburban,moderate,,26338.13,286.48,51.06,6.53,0.0,6.35,1012.52,16.1,47.8,15.09,,0.0,0.0,25.8,290.24,28.03,0.35,284.32,non_vegetarian,3.0,24.0,2.54,42.08,6.68,49.13,,0.6,0.57,1634.31,22.41,13.31,1.0,0.0,0.0,2.0,582.91
,hot,6.0,52466.35,583.66,53.86,10.5,0.0,0.0,1685.73,17.75,48.96,46.01,89.73,0.0,0.0,47.98,208.17,69.06,0.72,537.95,non_vegetarian,4.0,15.0,15.85,54.44,23.13,42.92,44.84,3.6,3.13,1758.49,265.27,1.86,4.0,6.0,2.0,1.0,1055.03
suburban,moderate,4.0,64304.89,213.07,33.41,10.9,0.0,3.98,0.0,13.22,0.0,0.0,92.95,0.0,0.0,34.8,77.74,126.76,3.6,2439.29,vegetarian,0.0,18.0,5.14,48.39,6.72,94.89,31.81,1.6,1.11,1366.53,13.82,18.16,2.0,0.0,1.0,,746.16
suburban,moderate,2.0,23738.59,136.33,53.19,5.09,0.0,0.0,161.3,14.68,8.37,2.62,946.19,0.0,0.0,18.22,112.44,42.34,2.24,1488.54,vegetarian,0.0,14.0,4.99,43.73,11.89,35.45,13.02,1.88,2.21,908.87,2.55,0.98,2.0,2.0,1.0,2.0,551.52
urban,hot,2.0,49418.62,242.55,84.25,13.23,413.53,100.0,0.0,20.37,0.0,0.0,82.57,0.0,0.0,39.97,77.81,15.95,4.07,3249.61,mixed,2.0,23.0,3.99,41.35,9.95,49.96,38.32,1.74,0.64,1197.9,97.23,2.74,0.0,3.0,2.0,1.0,681.6
rural,hot,1.0,99507.69,188.36,72.12,5.99,41.71,21.63,260.61,20.42,9.86,2.91,0.0,0.0,0.0,13.9,66.03,74.82,10.89,7764.83,mixed,3.0,21.0,0.66,63.06,5.09,61.16,17.35,0.64,0.38,801.97,209.0,2.78,8.0,3.0,2.0,1.0,1757.12
,cool,4.0,67395.75,436.22,100.68,8.37,0.0,,0.0,14.83,0.0,0.0,176.8,0.0,0.0,13.2,11.88,199.84,9.57,7298.23,vegetarian,0.0,20.0,3.92,79.52,6.19,46.36,41.46,1.31,0.47,1226.04,,52.11,3.0,0.0,1.0,1.0,1713.65
rural,hot,7.0,28222.37,744.49,108.39,14.37,0.0,3.83,142.15,15.66,6.98,2.1,0.0,0.0,0.0,39.15,117.68,428.24,1.58,1237.22,non_vegetarian,11.0,22.0,12.07,30.39,32.14,83.82,33.2,6.8,3.56,2021.73,150.73,6.44,1.0,1.0,0.0,0.0,1015.08
suburban,hot,5.0,52889.79,267.22,59.51,4.01,371.2,100.0,313.12,20.01,10.99,4.65,0.0,0.0,0.0,11.7,26.49,97.88,5.64,4197.42,mixed,4.0,18.0,6.01,61.75,6.11,69.34,27.05,0.65,0.98,1405.86,215.8,0.89,1.0,2.0,0.0,1.0,943.02
suburban,moderate,1.0,43618.88,120.57,27.94,7.85,542.67,100.0,1403.27,16.4,50.98,34.58,0.0,0.0,0.0,21.33,64.03,207.08,1.96,1314.57,vegetarian,0.0,31.0,3.39,47.19,2.03,77.41,38.32,0.36,0.38,1032.3,2.25,1.07,0.0,2.0,0.0,1.0,278.05
rural,cool,5.0,22565.97,190.47,648.29,12.45,0.0,1.43,0.0,17.75,0.0,0.0,241.34,0.0,0.0,46.84,184.12,45.36,0.75,593.25,vegetarian,0.0,18.0,6.58,83.27,12.27,91.67,12.07,2.55,2.38,1647.52,24.72,98.4,1.0,0.0,1.0,3.0,469.33
urban,moderate,4.0,66098.38,439.83,,13.46,0.0,9.23,432.57,13.59,20.42,11.4,0.0,0.0,0.0,57.89,160.67,109.93,1.33,1076.97,non_vegetarian,7.0,22.0,3.71,55.75,15.7,78.72,34.17,1.35,2.2,1527.56,7.94,5.95,2.0,0.0,,1.0,821.45
suburban,hot,1.0,130104.59,167.03,46.9,0.91,0.0,3.07,544.07,20.19,20.82,6.13,0.0,0.0,0.0,25.01,63.41,123.01,4.98,4046.22,mixed,4.0,16.0,2.18,61.56,2.0,70.2,17.49,0.23,0.2,250.0,109.57,3.95,6.0,6.0,3.0,1.0,1066.95
rural,hot,4.0,49521.48,268.26,,10.12,117.58,46.71,0.0,12.47,0.0,0.0,357.31,0.0,0.0,32.93,27.27,60.43,3.21,2679.25,vegan,0.0,0.0,9.14,45.37,19.65,78.4,25.36,1.98,2.88,1584.22,183.75,0.04,0.0,4.0,1.0,0.0,766.44
urban,moderate,1.0,66258.08,97.16,8.39,3.98,199.17,100.0,0.0,18.2,0.0,0.0,0.0,0.0,0.0,49.91,254.17,,3.14,2102.19,vegetarian,0.0,28.0,3.53,49.07,6.75,62.46,26.16,1.18,0.47,380.55,52.31,1.89,3.0,,2.0,1.0,379.11
urban,hot,1.0,48992.35,313.02,27.58,6.19,0.0,0.0,390.83,13.36,17.28,11.97,96.42,0.0,0.0,61.57,153.49,121.21,0.55,461.23,vegan,0.0,0.0,1.53,30.11,5.15,87.19,27.84,0.79,0.62,1014.34,121.47,8.94,4.0,,2.0,1.0,471.96
urban,moderate,4.0,50495.68,296.73,132.77,6.86,236.81,78.21,0.0,17.13,0.0,0.0,0.0,0.0,0.0,47.89,151.0,302.78,1.46,999.65,non_vegetarian,,22.0,,60.78,33.26,19.79,57.57,7.75,5.39,1451.8,7.39,1.62,5.0,3.0,2.0,2.0,491.42
urban,,5.0,32498.26,355.29,16.42,1.61,0.0,0.0,708.25,16.47,21.21,21.79,0.0,0.0,0.0,11.74,104.21,228.76,0.58,401.68,vegetarian,0.0,16.0,13.28,58.31,27.96,27.42,27.25,3.72,2.97,1550.12,60.12,6.67,2.0,1.0,1.0,2.0,582.86
urban,cool,2.0,66219.61,240.8,165.17,4.6,0.0,0.0,399.1,13.08,19.57,10.93,0.0,0.0,0.0,27.52,,58.63,0.29,210.53,mixed,0.0,,5.98,60.17,9.71,27.44,36.9,2.34,1.25,1080.87,13.34,119.46,1.0,0.0,2.0,1.0,417.11
urban,hot,1.0,33361.67,112.19,26.62,11.57,0.0,1.87,395.39,17.67,12.15,10.22,78.1,0.0,0.0,19.8,24.6,10.93,0.56,446.88,non_vegetarian,6.0,21.0,0.76,77.72,10.49,69.5,7.2,1.49,1.15,829.47,61.37,7.23,1.0,3.0,0.0,1.0,411.18
urban,hot,3.0,56816.29,381.66,42.93,12.48,143.4,31.67,915.05,16.35,34.55,21.41,204.17,265.1,37.78,,279.74,557.47,5.56,3770.4,non_vegetarian,7.0,23.0,4.85,60.96,5.51,23.15,18.34,0.51,,417.31,193.73,10.23,0.0,1.0,1.0,0.0,1358.97
urban,hot,3.0,92331.5,195.36,,11.81,0.0,0.0,1079.71,14.79,36.92,36.07,0.0,265.09,54.67,37.64,79.46,172.8,0.73,502.89,mixed,1.0,18.0,8.22,59.67,11.4,46.32,45.76,,0.95,1139.77,103.16,1.62,4.0,2.0,1.0,1.0,590.76
urban,cool,3.0,15731.78,212.19,49.73,2.99,0.0,0.0,0.0,11.19,0.0,0.0,0.0,0.0,0.0,35.39,52.59,85.94,3.63,2986.15,vegetarian,0.0,24.0,4.78,62.81,23.34,72.76,9.5,4.29,3.12,612.99,33.46,51.53,4.0,0.0,,2.0,751.32
suburban,moderate,4.0,12812.58,138.4,87.23,8.73,376.72,100.0,0.0,15.86,0.0,0.0,279.18,0.0,0.0,16.74,26.99,8.74,5.62,3850.6,mixed,1.0,15.0,8.09,42.38,30.19,30.37,32.26,5.12,5.01,885.65,5.27,0.25,3.0,3.0,0.0,0.0,748.8
suburban,moderate,5.0,24140.85,315.51,186.56,9.62,135.0,46.29,0.0,13.63,0.0,0.0,186.39,,0.0,9.65,20.36,,0.63,496.5,vegan,0.0,0.0,1.73,50.02,20.34,85.71,39.09,2.76,2.85,1241.78,23.1,2.29,1.0,0.0,0.0,0.0,377.16
rural,moderate,7.0,76014.08,793.61,104.47,5.76,260.45,31.14,0.0,16.28,0.0,0.0,0.0,0.0,0.0,30.71,472.69,348.17,0.05,39.39,mixed,3.0,20.0,46.42,66.06,74.39,52.21,3.12,13.17,8.0,1540.1,23.44,2.27,1.0,2.0,4.0,1.0,611.49
,moderate,3.0,31854.26,122.54,47.91,1.37,380.54,100.0,0.0,7.3,0.0,0.0,349.06,198.1,36.18,25.03,28.09,63.84,3.62,2469.57,mixed,3.0,24.0,4.93,53.26,22.58,39.08,34.82,4.57,1.62,918.43,14.28,3.69,3.0,2.0,1.0,0.0,461.28
urban,moderate,2.0,139171.62,198.5,121.16,15.63,0.0,2.38,545.16,22.79,16.39,7.53,0.0,512.03,81.53,29.93,115.71,,2.16,1803.6,mixed,2.0,17.0,1.29,42.77,3.83,73.29,26.33,0.62,0.5,1047.32,,8.27,6.0,7.0,3.0,0.0,807.67
