user_id,day_type,transport_mode,distance_km,electricity_kwh,renewable_usage_pct,food_type,screen_time_hours,waste_generated_kg,eco_actions,carbon_footprint_kg,carbon_impact_level,unfccc_opportunity,cbd_opportunity,unccd_opportunity
61,Weekday,EV,14.23,5.46,0,Veg,8.4,0.36,2,6.67,Medium,0.5780750000000001,0.0648,0.1008
61,Weekday,Car,8.77,4.76,50,Non-Veg,8.2,0.65,0,10.07,Medium,0.38415833333333327,0.667,0.482
62,Weekend,Bus,9.2,7.01,50,Veg,4.0,0.89,2,5.88,Low,0.4720333333333333,0.1602,0.2492
62,Weekday,EV,13.01,8.78,100,Veg,5.3,0.75,4,1.82,Low,0.4845583333333333,0.135,0.20999999999999996
62,Weekday,Car,11.21,6.11,0,Non-Veg,3.6,0.82,1,13.44,High,0.5641583333333333,0.6976,0.5296
62,Weekend,Walk,0.5,6.47,50,Mixed,4.3,0.65,0,6.93,Medium,0.34348333333333336,0.11700000000000002,0.182
62,Weekday,Bike,8.96,5.92,50,Mixed,2.4,0.59,0,6.64,Medium,0.4290666666666667,0.1062,0.16519999999999999
62,Weekday,EV,10.48,7.9,0,Veg,8.1,0.47,2,8.66,Medium,0.6206666666666667,0.0846,0.1316
62,Weekend,Bus,5.4,7.64,0,Mixed,6.4,1.39,0,11.86,High,0.5476333333333334,0.2502,0.38919999999999993
63,Weekend,Bike,5.68,4.46,0,Non-Veg,7.8,0.67,2,9.16,Medium,0.4345333333333334,0.6706000000000001,0.4876
63,Weekend,Bike,3.46,7.99,75,Veg,4.2,0.83,4,3.04,Low,0.3862166666666667,0.1494,0.2324
63,Weekend,Bus,5.8,3.43,50,Veg,5.4,0.94,2,4.2,Low,0.2982666666666667,0.1692,0.2632
63,Weekday,Walk,11.75,5.01,50,Non-Veg,2.9,0.3,0,7.92,Medium,0.43057500000000004,0.6040000000000001,0.384
63,Weekday,Car,19.62,8.88,25,Mixed,6.5,0.75,1,13.59,High,0.7208500000000001,0.135,0.20999999999999996
63,Weekend,Bike,0.5,6.35,0,Non-Veg,4.0,0.48,0,11.27,High,0.4390833333333334,0.6364000000000001,0.4344
63,Weekday,Car,13.77,5.18,0,Non-Veg,8.5,0.71,0,13.49,High,0.5620583333333333,0.6778000000000001,0.49879999999999997
64,Weekend,Walk,7.78,4.59,0,Non-Veg,5.9,0.89,2,9.53,Medium,0.46555,0.7102,0.5492
64,Weekend,Walk,1.59,6.77,0,Mixed,8.1,0.48,0,9.63,Medium,0.46810833333333335,0.0864,0.1344
64,Weekday,EV,8.45,6.08,50,Veg,7.3,0.72,0,5.7,Low,0.4285583333333334,0.1296,0.2016
64,Weekend,Bike,0.5,4.5,0,Non-Veg,5.4,0.46,0,9.74,Medium,0.37125,0.6328,0.42879999999999996
64,Weekend,EV,3.33,5.42,25,Veg,7.3,0.83,0,6.46,Medium,0.39035833333333336,0.1494,0.2324
64,Weekend,Walk,0.5,4.65,25,Mixed,9.0,0.54,1,6.61,Medium,0.3267500000000001,0.09720000000000001,0.1512
64,Weekend,Bus,11.55,5.8,50,Veg,8.4,0.22,1,5.17,Low,0.4570416666666667,0.0396,0.0616
65,Weekday,EV,12.23,3.46,25,Mixed,7.9,0.2,0,6.36,Medium,0.4297416666666667,0.036000000000000004,0.055999999999999994
65,Weekend,Bike,4.79,3.36,50,Veg,4.0,0.58,0,4.07,Low,0.28307499999999997,0.1044,0.1624
65,Weekend,Bus,10.88,3.5,25,Mixed,7.3,0.58,0,7.22,Medium,0.4143333333333334,0.1044,0.1624
65,Weekday,Car,10.22,5.61,75,Non-Veg,4.7,0.88,0,9.85,Medium,0.38345,0.7084,0.5464
65,Weekday,Bus,18.14,4.63,0,Veg,4.4,0.61,0,7.98,Medium,0.5965166666666667,0.10980000000000001,0.1708
65,Weekend,Walk,6.78,7.22,0,Mixed,7.9,0.71,3,9.07,Medium,0.5494833333333333,0.1278,0.19879999999999998
65,Weekday,Walk,15.5,7.03,100,Mixed,4.2,0.39,1,3.57,Low,0.4515166666666667,0.07020000000000001,0.10919999999999999
66,Weekend,Car,5.08,4.59,75,Veg,2.4,0.4,0,4.49,Low,0.2818,0.07200000000000001,0.11199999999999999
66,Weekend,Bus,7.3,3.37,0,Mixed,8.8,0.65,0,7.63,Medium,0.41481666666666667,0.11700000000000002,0.182
66,Weekend,Bike,0.5,9.17,50,Non-Veg,7.3,0.56,4,8.33,Medium,0.44248333333333334,0.6508,0.4568
66,Weekday,Walk,8.2,8.58,25,Non-Veg,8.2,0.86,0,11.81,High,0.5671,0.7048000000000001,0.5408
66,Weekend,Bus,1.57,4.53,0,Non-Veg,5.0,0.54,1,9.59,Medium,0.38572500000000004,0.6472,0.4512
66,Weekend,Car,6.92,8.52,0,Non-Veg,5.4,0.79,1,14.49,High,0.5989,0.6922,0.5212
66,Weekend,Bike,0.5,5.66,75,Mixed,4.4,0.43,4,3.58,Low,0.26378333333333337,0.0774,0.1204
67,Weekend,Bike,5.13,8.11,0,Mixed,2.1,0.86,0,11.18,High,0.5614916666666667,0.1548,0.2408
67,Weekend,Bus,8.03,4.53,0,Veg,8.9,1.25,0,7.86,Medium,0.46647500000000003,0.225,0.35
67,Weekday,Bus,12.6,5.34,50,Non-Veg,2.2,0.85,0,9.72,Medium,0.45330000000000004,0.7030000000000001,0.538
67,Weekday,Car,20.32,7.03,0,Non-Veg,8.6,0.52,2,15.35,High,0.7117666666666667,0.6436000000000001,0.4456
67,Weekday,EV,11.74,7.38,0,Veg,2.4,0.79,1,9.07,Medium,0.6173500000000001,0.14220000000000002,0.22119999999999998
67,Weekend,Car,4.79,4.02,25,Non-Veg,4.5,0.9,3,8.85,Medium,0.357275,0.7120000000000001,0.552
67,Weekend,Bike,10.61,5.63,0,Mixed,3.5,0.75,2,8.22,Medium,0.5390583333333334,0.135,0.20999999999999996
68,Weekend,EV,2.59,6.44,25,Non-Veg,5.2,0.74,1,10.06,Medium,0.4185083333333334,0.6832,0.5072
68,Weekend,EV,7.34,9.09,0,Veg,5.3,0.42,3,9.06,Medium,0.6250500000000001,0.0756,0.1176
68,Weekend,Walk,4.75,5.33,0,Non-Veg,6.3,0.51,2,9.68,Medium,0.45480833333333337,0.6418,0.44279999999999997
68,Weekday,Bus,14.86,2.0,25,Mixed,7.8,0.74,1,6.4,Medium,0.40908333333333335,0.1332,0.2072
68,Weekday,Walk,16.79,5.05,25,Mixed,6.7,0.49,1,6.8,Medium,0.5450416666666666,0.0882,0.1372
68,Weekend,Bus,1.19,4.86,0,Veg,7.8,0.63,0,6.84,Medium,0.39307500000000006,0.11340000000000001,0.17639999999999997
68,Weekend,Bike,3.88,5.85,0,Veg,5.5,0.85,2,7.02,Medium,0.463,0.153,0.238
69,Weekend,Bike,11.48,9.96,25,Veg,7.3,1.26,2,8.84,Medium,0.6587000000000001,0.22680000000000003,0.35279999999999995
69,Weekday,Bike,13.4,7.81,25,Non-Veg,7.9,0.81,1,10.88,Medium,0.6038666666666668,0.6958000000000001,0.5267999999999999
69,Weekday,Bike,11.26,7.95,75,Veg,5.4,0.47,1,3.8,Low,0.48225,0.0846,0.1316
69,Weekday,Bike,12.57,7.22,50,Non-Veg,4.4,0.95,3,8.4,Medium,0.5218583333333333,0.7210000000000001,0.566
69,Weekend,EV,3.17,8.93,100,Non-Veg,2.2,1.19,1,6.66,Medium,0.3670583333333334,0.7642,0.6332
69,Weekday,EV,16.28,5.06,0,Non-Veg,5.8,0.98,1,11.07,High,0.5890333333333333,0.7264,0.5744
69,Weekday,Bus,10.8,5.21,50,Non-Veg,8.3,0.82,0,9.49,Medium,0.4260333333333334,0.6976,0.5296
70,Weekday,Bus,8.98,6.15,0,Mixed,3.6,0.83,0,10.25,Medium,0.53775,0.1494,0.2324
70,Weekend,Walk,4.51,3.35,75,Veg,8.5,0.38,0,3.14,Low,0.22920833333333335,0.0684,0.10639999999999998
70,Weekend,Car,5.58,2.0,0,Mixed,6.1,0.76,0,7.22,Medium,0.34308333333333335,0.1368,0.21279999999999996
70,Weekend,Car,3.29,6.07,0,Non-Veg,6.1,0.57,1,11.45,High,0.4636916666666667,0.6526000000000001,0.4596
70,Weekday,EV,11.7,2.42,75,Non-Veg,4.6,0.68,1,6.89,Medium,0.2849833333333333,0.6724000000000001,0.49039999999999995
70,Weekday,EV,16.84,3.78,75,Veg,3.6,0.62,1,3.8,Low,0.39909999999999995,0.1116,0.1736
70,Weekday,Walk,9.81,2.0,75,Veg,2.6,0.37,0,2.86,Low,0.24595833333333333,0.0666,0.1036
71,Weekday,Bike,11.96,5.73,25,Veg,4.3,0.94,0,6.65,Medium,0.5096,0.1692,0.2632
71,Weekday,Walk,2.52,9.3,50,Veg,3.1,0.87,0,6.86,Medium,0.47250000000000003,0.15660000000000002,0.24359999999999998
71,Weekend,Car,2.77,4.49,25,Non-Veg,6.8,1.12,0,10.19,Medium,0.3492583333333334,0.7516,0.6135999999999999
71,Weekend,Bus,2.56,4.54,75,Non-Veg,8.3,0.96,0,7.79,Medium,0.24846666666666667,0.7228000000000001,0.5688
71,Weekday,Bus,10.12,4.34,0,Non-Veg,6.7,0.91,2,10.16,Medium,0.4856333333333333,0.7138,0.5548
71,Weekend,Bus,9.89,5.5,50,Mixed,3.9,1.07,0,7.83,Medium,0.42529166666666673,0.19260000000000002,0.2996
71,Weekday,EV,14.42,8.92,25,Mixed,8.1,0.75,1,10.06,Medium,0.6573166666666668,0.135,0.20999999999999996
72,Weekday,Bus,4.7,7.02,75,Non-Veg,3.4,0.29,3,6.47,Medium,0.36615000000000003,0.6022000000000001,0.3812
72,Weekday,Bike,8.19,4.52,50,Mixed,3.8,0.85,1,5.97,Low,0.36810833333333326,0.153,0.238
72,Weekday,Bike,13.8,8.74,50,Veg,6.0,0.97,1,6.35,Medium,0.5929666666666666,0.1746,0.27159999999999995
72,Weekday,Car,9.06,7.04,50,Non-Veg,3.6,0.94,0,11.42,High,0.4713833333333334,0.7192000000000001,0.5631999999999999
72,Weekend,Bike,8.78,7.67,0,Mixed,7.1,0.73,1,10.27,Medium,0.5909833333333334,0.13140000000000002,0.2044
72,Weekend,Bike,5.16,6.7,25,Veg,2.1,0.63,0,6.88,Medium,0.4601666666666667,0.11340000000000001,0.17639999999999997
72,Weekend,EV,4.71,3.81,25,Mixed,3.2,1.05,0,7.29,Medium,0.348575,0.189,0.294
73,Weekday,Bike,12.74,8.28,25,Mixed,5.5,0.44,2,8.31,Medium,0.6128500000000001,0.0792,0.1232
73,Weekday,Walk,16.23,4.79,25,Mixed,6.9,0.98,5,5.62,Low,0.5285083333333334,0.1764,0.2744
73,Weekend,Bike,8.61,4.54,50,Non-Veg,6.2,1.0,1,8.16,Medium,0.3740916666666667,0.73,0.58
73,Weekday,Walk,7.02,5.22,25,Veg,7.1,0.83,1,5.8,Low,0.42915000000000003,0.1494,0.2324
73,Weekend,Walk,0.81,5.23,0,Non-Veg,5.8,0.89,0,10.85,Medium,0.4018916666666667,0.7102,0.5492
73,Weekend,Car,17.06,2.72,50,Veg,4.7,0.94,0,7.83,Medium,0.41298333333333337,0.1692,0.2632
73,Weekday,EV,10.87,5.48,0,Non-Veg,3.2,0.76,3,10.14,Medium,0.5368083333333333,0.6868000000000001,0.5127999999999999
74,Weekend,EV,7.1,4.95,25,Non-Veg,6.7,0.62,1,9.17,Medium,0.42025,0.6616000000000001,0.4736
74,Weekday,Walk,13.35,5.44,0,Non-Veg,6.0,1.05,3,10.02,Medium,0.5663416666666667,0.7390000000000001,0.594
74,Weekend,Walk,10.25,5.0,0,Mixed,4.0,0.92,1,8.3,Medium,0.5114583333333333,0.16560000000000002,0.2576
74,Weekday,Walk,10.55,7.87,0,Non-Veg,8.7,0.82,2,12.14,High,0.6204416666666668,0.6976,0.5296
74,Weekend,Car,2.07,9.25,0,Non-Veg,6.5,1.29,1,14.66,High,0.5650416666666667,0.7822,0.6612
74,Weekday,EV,19.88,7.09,0,Non-Veg,4.2,1.0,3,12.11,High,0.7084666666666666,0.73,0.58
74,Weekend,Bus,6.96,6.19,0,Mixed,6.9,1.26,1,10.25,Medium,0.5139666666666667,0.22680000000000003,0.35279999999999995
75,Weekday,Walk,7.89,9.69,50,Veg,4.8,0.82,2,6.15,Medium,0.553925,0.1476,0.22959999999999997
75,Weekday,Bike,18.36,7.87,100,Mixed,4.6,0.68,0,4.31,Low,0.5180666666666667,0.12240000000000002,0.19039999999999999
75,Weekday,Car,12.31,3.65,0,Mixed,6.6,0.64,0,9.85,Medium,0.48770833333333335,0.11520000000000001,0.17919999999999997
75,Weekend,Car,0.5,7.1,25,Non-Veg,6.6,1.06,1,10.85,Medium,0.41658333333333336,0.7408000000000001,0.5968
75,Weekday,EV,12.69,8.4,100,Veg,3.1,1.36,1,3.74,Low,0.46662500000000007,0.24480000000000005,0.38079999999999997
75,Weekday,Bike,9.83,5.98,25,Non-Veg,3.1,0.8,1,9.74,Medium,0.4921416666666667,0.6940000000000001,0.524
75,Weekday,Walk,12.32,6.25,25,Veg,8.1,0.5,2,5.65,Low,0.5331666666666667,0.09,0.13999999999999999
76,Weekend,Bike,9.68,5.87,0,Mixed,3.0,0.89,0,9.38,Medium,0.5362333333333333,0.1602,0.2492
76,Weekend,EV,13.89,3.74,0,Mixed,8.6,0.83,1,7.72,Medium,0.5107583333333334,0.1494,0.2324
76,Weekday,Car,17.96,10.33,75,Non-Veg,7.5,0.65,0,12.16,High,0.6532666666666668,0.667,0.482
76,Weekend,Bus,8.24,4.77,0,Non-Veg,4.8,1.25,3,10.38,Medium,0.47790000000000005,0.775,0.6499999999999999
76,Weekday,EV,14.13,5.18,0,Veg,5.1,0.9,1,7.48,Medium,0.5665583333333333,0.162,0.252
76,Weekend,Car,6.53,5.18,75,Veg,4.7,0.67,0,5.23,Low,0.32155833333333333,0.12060000000000001,0.1876
76,Weekday,Bus,6.2,7.0,25,Veg,4.5,0.81,3,6.58,Medium,0.48416666666666675,0.1458,0.22679999999999997
77,Weekday,Walk,5.91,10.17,100,Mixed,5.8,0.55,2,3.36,Low,0.44677500000000003,0.099,0.154
77,Weekday,Bike,14.02,7.29,50,Non-Veg,5.7,0.7,0,9.32,Medium,0.54255,0.676,0.496
77,Weekend,Walk,3.63,7.45,25,Non-Veg,3.1,0.72,1,10.54,Medium,0.4685416666666667,0.6796,0.5016
77,Weekday,Bike,9.81,7.54,25,Non-Veg,4.7,0.32,1,10.12,Medium,0.5490916666666668,0.6076,0.38959999999999995
77,Weekday,EV,9.09,7.04,0,Non-Veg,6.0,1.02,2,12.06,High,0.5717583333333334,0.7336,0.5855999999999999
77,Weekend,EV,6.71,7.34,50,Mixed,2.3,0.55,2,6.64,Medium,0.45300833333333335,0.099,0.154
77,Weekday,Bike,5.45,7.24,25,Veg,8.9,0.88,0,7.51,Medium,0.4835916666666667,0.1584,0.2464
78,Weekday,Walk,12.52,4.15,0,Non-Veg,6.7,0.67,1,9.31,Medium,0.5086666666666666,0.6706000000000001,0.4876
78,Weekday,Walk,1.44,4.99,0,Veg,4.3,0.67,1,6.5,Medium,0.4009666666666667,0.12060000000000001,0.1876
78,Weekday,Walk,14.03,3.07,0,Veg,3.3,0.54,2,4.36,Low,0.48794166666666666,0.09720000000000001,0.1512
78,Weekend,Bus,9.26,5.49,0,Non-Veg,4.0,0.89,1,11.41,High,0.51705,0.7102,0.5492
78,Weekday,Bus,9.49,5.66,0,Mixed,4.8,0.66,2,8.89,Medium,0.5261583333333334,0.11880000000000002,0.1848
78,Weekend,Bike,3.61,7.52,50,Non-Veg,4.9,0.89,2,8.85,Medium,0.42085833333333333,0.7102,0.5492
78,Weekend,EV,7.13,4.14,25,Veg,5.8,0.74,1,5.32,Low,0.390925,0.1332,0.2072
79,Weekend,EV,7.59,6.3,25,Veg,2.9,1.18,1,7.19,Medium,0.47587500000000005,0.2124,0.33039999999999997
79,Weekday,Walk,7.33,9.84,25,Veg,3.1,0.56,1,8.33,Medium,0.602425,0.10080000000000003,0.1568
79,Weekday,EV,6.41,8.4,50,Non-Veg,2.2,1.15,1,10.18,Medium,0.48812500000000003,0.757,0.6219999999999999
79,Weekend,Car,3.5,8.89,50,Veg,7.1,1.26,1,7.5,Medium,0.4697166666666668,0.22680000000000003,0.35279999999999995
79,Weekday,Car,10.41,6.69,25,Mixed,6.2,0.54,0,10.44,Medium,0.525425,0.09720000000000001,0.1512
79,Weekday,Walk,12.48,4.48,50,Mixed,2.2,0.9,2,5.62,Low,0.4202666666666667,0.162,0.252
79,Weekday,Car,8.44,7.68,50,Veg,5.9,1.02,1,7.75,Medium,0.4871,0.1836,0.28559999999999997
80,Weekend,Walk,0.5,4.69,75,Veg,6.2,0.71,2,3.02,Low,0.22821666666666668,0.1278,0.19879999999999998
80,Weekday,Car,12.58,5.77,0,Veg,3.9,0.37,1,9.42,Medium,0.5688166666666667,0.0666,0.1036
80,Weekday,Car,9.0,2.0,50,Mixed,2.6,0.87,0,7.26,Medium,0.2858333333333334,0.15660000000000002,0.24359999999999998
80,Weekend,Bus,6.29,2.0,0,Mixed,4.0,0.75,0,6.54,Medium,0.3519583333333334,0.135,0.20999999999999996
80,Weekday,Car,10.42,6.69,50,Veg,8.5,0.74,0,7.81,Medium,0.47555000000000003,0.1332,0.2072
80,Weekend,Bike,15.21,2.0,50,Non-Veg,6.8,0.3,1,6.29,Medium,0.3634583333333333,0.6040000000000001,0.384
80,Weekday,Bike,16.03,4.89,0,Mixed,3.5,0.45,0,8.05,Medium,0.579675,0.081,0.126
81,Weekday,Bus,20.2,7.29,0,Mixed,7.3,0.69,1,11.53,High,0.7198,0.1242,0.19319999999999998
81,Weekday,Walk,16.33,7.35,75,Non-Veg,4.1,0.87,4,6.46,Medium,0.523625,0.7066000000000001,0.5436
81,Weekend,Walk,7.53,5.81,50,Non-Veg,6.0,0.86,1,8.51,Medium,0.4071583333333333,0.7048000000000001,0.5408
81,Weekend,Bus,0.5,9.62,0,Non-Veg,4.8,1.0,0,14.63,High,0.5589833333333334,0.73,0.58
81,Weekday,Car,14.39,6.15,75,Non-Veg,4.6,0.94,1,10.5,Medium,0.45537500000000003,0.7192000000000001,0.5631999999999999
81,Weekend,Bike,7.07,7.07,0,Mixed,2.4,0.94,1,10.03,Medium,0.5476083333333335,0.1692,0.2632
81,Weekend,Bus,2.76,5.29,75,Mixed,8.1,1.01,2,5.21,Low,0.2784666666666667,0.18180000000000002,0.2828
82,Weekend,Walk,4.28,6.95,0,Mixed,5.5,0.85,2,9.43,Medium,0.5083333333333333,0.153,0.238
82,Weekday,Car,15.96,5.58,75,Veg,3.0,0.75,4,5.8,Low,0.4541,0.135,0.20999999999999996
82,Weekday,Bus,13.36,8.54,50,Mixed,3.8,0.95,1,8.81,Medium,0.5801333333333333,0.17099999999999999,0.26599999999999996
82,Weekend,EV,6.29,6.41,25,Non-Veg,7.9,0.56,2,9.56,Medium,0.4636583333333334,0.6508,0.4568
82,Weekend,Car,4.43,6.85,50,Mixed,5.2,1.14,3,7.41,Medium,0.4065416666666667,0.2052,0.3192
82,Weekday,Walk,13.89,8.37,50,Mixed,4.5,0.85,0,7.96,Medium,0.580525,0.153,0.238
82,Weekday,Walk,14.43,8.36,0,Non-Veg,8.7,0.74,2,12.44,High,0.6869083333333333,0.6832,0.5072
83,Weekday,Car,11.44,5.65,50,Mixed,4.8,0.68,1,8.63,Medium,0.4501666666666667,0.12240000000000002,0.19039999999999999
83,Weekend,Bike,6.16,5.6,25,Veg,8.2,0.17,1,5.25,Low,0.43233333333333335,0.030600000000000006,0.047599999999999996
83,Weekday,Walk,11.27,4.9,50,Non-Veg,6.2,0.27,1,7.43,Medium,0.4205416666666667,0.5986,0.3756
83,Weekday,Car,4.85,5.99,25,Veg,5.2,0.81,0,7.67,Medium,0.43025833333333335,0.1458,0.22679999999999997
83,Weekday,Bus,12.34,8.07,0,Mixed,6.2,0.59,2,11.02,High,0.65015,0.1062,0.16519999999999999
83,Weekday,Bike,12.08,4.43,0,Veg,2.0,0.32,3,4.82,Low,0.5134333333333334,0.057600000000000005,0.08959999999999999
83,Weekend,Car,7.29,5.4,25,Non-Veg,2.8,0.16,1,10.14,Medium,0.43912500000000004,0.5788000000000001,0.3448
84,Weekday,EV,12.71,6.6,75,Non-Veg,4.4,0.7,1,7.8,Medium,0.45087499999999997,0.676,0.496
84,Weekend,Walk,10.55,6.84,75,Non-Veg,2.1,0.75,4,6.2,Medium,0.43267500000000003,0.685,0.51
84,Weekday,EV,18.02,7.19,75,Non-Veg,2.7,0.8,1,8.25,Medium,0.5388833333333334,0.6940000000000001,0.524
84,Weekday,EV,14.66,5.79,0,Non-Veg,7.8,0.64,0,11.6,High,0.59555,0.6652,0.47919999999999996
84,Weekend,EV,2.96,7.21,0,Mixed,4.9,0.53,2,9.36,Medium,0.5013666666666667,0.09540000000000001,0.1484
84,Weekday,Bus,3.7,6.63,0,Non-Veg,8.7,0.76,0,12.15,High,0.48935,0.6868000000000001,0.5127999999999999
84,Weekend,EV,4.69,5.13,50,Mixed,2.9,0.69,1,6.22,Medium,0.34672500000000006,0.1242,0.19319999999999998
85,Weekend,Bike,6.72,6.8,0,Non-Veg,8.7,0.64,0,11.84,High,0.5333333333333334,0.6652,0.47919999999999996
85,Weekend,Bike,4.35,7.28,75,Mixed,8.4,0.53,2,4.83,Low,0.37130833333333335,0.09540000000000001,0.1484
85,Weekday,EV,8.03,2.63,25,Veg,4.8,0.28,1,3.87,Low,0.3468083333333334,0.050400000000000014,0.0784
85,Weekday,EV,12.64,4.52,50,Non-Veg,7.2,0.13,1,7.61,Medium,0.4237333333333333,0.5734,0.3364
85,Weekend,Bike,2.57,4.63,25,Veg,4.9,0.44,0,5.38,Low,0.3518916666666667,0.0792,0.1232
85,Weekday,EV,11.51,5.46,0,Veg,7.3,0.49,0,7.53,Medium,0.5440750000000001,0.0882,0.1372
85,Weekend,EV,5.82,4.78,50,Non-Veg,4.4,0.28,0,8.03,Medium,0.34801666666666675,0.6004,0.37839999999999996
86,Weekend,Car,7.95,9.7,0,Mixed,4.3,0.98,1,13.9,High,0.6550416666666667,0.1764,0.2744
86,Weekday,Bike,8.12,6.86,25,Mixed,7.7,0.69,0,8.55,Medium,0.5030333333333334,0.1242,0.19319999999999998
86,Weekend,Bus,4.76,6.17,50,Veg,6.2,0.68,1,5.33,Low,0.3857333333333334,0.12240000000000002,0.19039999999999999
86,Weekend,Bus,4.05,8.54,25,Veg,7.6,0.82,1,8.16,Medium,0.5137583333333333,0.1476,0.22959999999999997
86,Weekend,EV,9.2,5.58,0,Mixed,6.3,1.11,0,9.78,Medium,0.5196000000000001,0.19980000000000003,0.3108
86,Weekday,Bike,9.1,7.23,0,Mixed,4.1,0.88,0,10.48,Medium,0.5788500000000001,0.1584,0.2464
86,Weekday,EV,11.14,8.43,0,Non-Veg,8.8,0.84,0,13.87,High,0.64835,0.7012,0.5352
87,Weekend,EV,10.01,7.09,25,Veg,5.7,0.71,1,7.21,Medium,0.5350916666666667,0.1278,0.19879999999999998
87,Weekday,Bike,10.28,9.26,0,Mixed,8.7,0.67,3,10.7,Medium,0.6680333333333334,0.12060000000000001,0.1876
87,Weekday,Car,11.04,3.86,0,Veg,7.2,0.77,2,7.61,Medium,0.4795333333333333,0.1386,0.21559999999999996
87,Weekend,Walk,9.15,2.92,75,Veg,6.0,0.77,2,2.72,Low,0.2714416666666667,0.1386,0.21559999999999996
87,Weekday,Bike,16.6,6.48,25,Veg,7.6,0.83,3,5.78,Low,0.5951000000000001,0.1494,0.2324
87,Weekend,Walk,8.29,6.65,50,Veg,5.2,0.69,1,5.15,Low,0.4474583333333334,0.1242,0.19319999999999998
87,Weekend,EV,1.46,7.75,50,Veg,5.8,0.67,2,5.24,Low,0.40241666666666664,0.12060000000000001,0.1876
88,Weekday,Bus,8.28,6.09,75,Veg,5.7,0.38,1,3.97,Low,0.3768,0.0684,0.10639999999999998
88,Weekend,Walk,1.86,7.42,0,Non-Veg,2.0,1.05,2,12.04,High,0.4953166666666667,0.7390000000000001,0.594
88,Weekend,Bus,1.25,8.89,50,Veg,7.4,1.2,2,6.39,Medium,0.4415916666666667,0.21600000000000003,0.33599999999999997
88,Weekday,Bus,9.71,8.04,75,Mixed,2.8,1.1,1,6.84,Medium,0.466175,0.198,0.308
88,Weekend,Bike,3.8,9.78,0,Mixed,8.1,0.88,0,12.57,High,0.6061000000000001,0.1584,0.2464
88,Weekend,Bike,8.15,8.45,0,Veg,5.0,1.0,2,9.33,Medium,0.6117083333333333,0.18,0.27999999999999997
88,Weekend,Car,2.66,8.82,75,Non-Veg,6.7,0.52,2,7.69,Medium,0.40665000000000007,0.6436000000000001,0.4456
89,Weekday,EV,5.24,7.9,0,Veg,7.1,0.81,1,9.25,Medium,0.5551666666666667,0.1458,0.22679999999999997
89,Weekday,Walk,9.18,5.48,25,Non-Veg,6.3,0.95,4,8.41,Medium,0.4656833333333334,0.7210000000000001,0.566
89,Weekday,Car,14.27,5.66,50,Veg,6.2,1.51,1,8.73,Medium,0.4859083333333334,0.2718,0.42279999999999995
89,Weekend,Walk,1.51,8.54,0,Mixed,2.6,0.77,1,11.03,High,0.5320083333333333,0.1386,0.21559999999999996
89,Weekday,EV,5.24,6.7,25,Non-Veg,4.4,0.47,1,9.99,Medium,0.4611666666666667,0.6346,0.4316
89,Weekday,Bike,12.11,3.81,75,Non-Veg,2.1,0.82,2,6.46,Medium,0.34107499999999996,0.6976,0.5296
89,Weekend,Walk,15.56,8.23,0,Mixed,5.4,0.73,0,11.12,High,0.6962666666666667,0.13140000000000002,0.2044
90,Weekday,Bus,11.49,5.93,25,Mixed,7.4,0.72,0,8.93,Medium,0.5110583333333334,0.1296,0.2016
90,Weekday,Walk,8.06,7.57,0,Mixed,2.4,0.83,1,10.3,Medium,0.5783166666666668,0.1494,0.2324
90,Weekend,EV,3.68,6.28,25,Mixed,6.0,0.82,1,8.1,Medium,0.42626666666666674,0.1476,0.22959999999999997
90,Weekday,Walk,9.29,6.64,25,Veg,2.7,1.16,0,7.48,Medium,0.5095916666666667,0.2088,0.3248
90,Weekend,EV,9.21,5.9,25,Mixed,7.3,1.27,0,9.02,Medium,0.48145833333333343,0.2286,0.35559999999999997
90,Weekday,Bus,14.07,6.82,0,Non-Veg,5.4,0.88,1,12.87,High,0.6259416666666667,0.7084,0.5464
90,Weekday,Walk,15.06,8.89,25,Non-Veg,5.6,0.76,0,11.88,High,0.6642166666666668,0.6868000000000001,0.5127999999999999
91,Weekend,EV,5.58,4.97,50,Mixed,2.6,0.59,1,6.07,Medium,0.3519833333333333,0.1062,0.16519999999999999
91,Weekday,Walk,12.78,6.89,25,Non-Veg,8.2,0.59,3,9.24,Medium,0.5623833333333335,0.6562,0.46519999999999995
91,Weekend,Car,2.03,3.12,75,Non-Veg,7.3,0.26,0,6.88,Medium,0.18977500000000003,0.5968,0.3728
91,Weekday,Walk,16.22,3.96,0,Non-Veg,6.3,0.82,0,9.74,Medium,0.5479499999999999,0.6976,0.5296
91,Weekday,Walk,10.55,2.0,0,Veg,8.9,0.42,0,4.14,Low,0.4052083333333334,0.0756,0.1176
91,Weekday,Car,10.78,3.52,25,Mixed,2.1,0.79,0,8.88,Medium,0.4138166666666667,0.14220000000000002,0.22119999999999998
91,Weekend,Bike,11.24,3.85,75,Veg,2.6,0.67,2,2.79,Low,0.3316666666666667,0.12060000000000001,0.1876
92,Weekday,Bus,12.32,5.59,75,Veg,3.9,1.17,1,5.13,Low,0.40896666666666665,0.21059999999999998,0.3276
92,Weekday,Bike,14.38,6.51,50,Non-Veg,2.4,0.58,1,8.47,Medium,0.5184500000000001,0.6544000000000001,0.4624
92,Weekday,Walk,8.88,10.0,100,Mixed,4.6,1.06,3,3.57,Low,0.4776666666666667,0.19080000000000003,0.2968
