user_id,day_type,transport_mode,distance_km,electricity_kwh,renewable_usage_pct,food_type,screen_time_hours,waste_generated_kg,eco_actions,carbon_footprint_kg,carbon_impact_level,action_opportunity
80,Weekday,Bike,16.03,4.89,0,Mixed,3.5,0.45,0,8.05,Medium,0.5841750000000001
81,Weekday,Bus,20.2,7.29,0,Mixed,7.3,0.69,1,11.53,High,0.7035
81,Weekday,Walk,16.33,7.35,75,Non-Veg,4.1,0.87,4,6.46,Medium,0.4832249999999999
81,Weekend,Walk,7.53,5.81,50,Non-Veg,6.0,0.86,1,8.51,Medium,0.40412499999999996
81,Weekend,Bus,0.5,9.62,0,Non-Veg,4.8,1.0,0,14.63,High,0.52865
81,Weekday,Car,14.39,6.15,75,Non-Veg,4.6,0.94,1,10.5,Medium,0.440575
81,Weekend,Bike,7.07,7.07,0,Mixed,2.4,0.94,1,10.03,Medium,0.554975
81,Weekend,Bus,2.76,5.29,75,Mixed,8.1,1.01,2,5.21,Low,0.28359999999999996
82,Weekend,Walk,4.28,6.95,0,Mixed,5.5,0.85,2,9.43,Medium,0.5105
82,Weekday,Car,15.96,5.58,75,Veg,3.0,0.75,4,5.8,Low,0.4336
82,Weekday,Bus,13.36,8.54,50,Mixed,3.8,0.95,1,8.81,Medium,0.5388
82,Weekend,EV,6.29,6.41,25,Non-Veg,7.9,0.56,2,9.56,Medium,0.43912500000000004
82,Weekend,Car,4.43,6.85,50,Mixed,5.2,1.14,3,7.41,Medium,0.40857499999999997
82,Weekday,Walk,13.89,8.37,50,Mixed,4.5,0.85,0,7.96,Medium,0.534025
82,Weekday,Walk,14.43,8.36,0,Non-Veg,8.7,0.74,2,12.44,High,0.656775
83,Weekday,Car,11.44,5.65,50,Mixed,4.8,0.68,1,8.63,Medium,0.4354
83,Weekend,Bike,6.16,5.6,25,Veg,8.2,0.17,1,5.25,Low,0.3901
83,Weekday,Walk,11.27,4.9,50,Non-Veg,6.2,0.27,1,7.43,Medium,0.385475
83,Weekday,Car,4.85,5.99,25,Veg,5.2,0.81,0,7.67,Medium,0.432725
83,Weekday,Bus,12.34,8.07,0,Mixed,6.2,0.59,2,11.02,High,0.61285
83,Weekday,Bike,12.08,4.43,0,Veg,2.0,0.32,3,4.82,Low,0.5152
83,Weekend,Car,7.29,5.4,25,Non-Veg,2.8,0.16,1,10.14,Medium,0.399425
84,Weekday,EV,12.71,6.6,75,Non-Veg,4.4,0.7,1,7.8,Medium,0.409375
84,Weekend,Walk,10.55,6.84,75,Non-Veg,2.1,0.75,4,6.2,Medium,0.391175
84,Weekday,EV,18.02,7.19,75,Non-Veg,2.7,0.8,1,8.25,Medium,0.49555
84,Weekday,EV,14.66,5.79,0,Non-Veg,7.8,0.64,0,11.6,High,0.6002500000000001
84,Weekend,EV,2.96,7.21,0,Mixed,4.9,0.53,2,9.36,Medium,0.4736
84,Weekday,Bus,3.7,6.63,0,Non-Veg,8.7,0.76,0,12.15,High,0.48965000000000003
84,Weekend,EV,4.69,5.13,50,Mixed,2.9,0.69,1,6.22,Medium,0.341425
85,Weekend,Bike,6.72,6.8,0,Non-Veg,8.7,0.64,0,11.84,High,0.5212
85,Weekend,Bike,4.35,7.28,75,Mixed,8.4,0.53,2,4.83,Low,0.304875
85,Weekday,EV,8.03,2.63,25,Veg,4.8,0.28,1,3.87,Low,0.36287499999999995
85,Weekday,EV,12.64,4.52,50,Non-Veg,7.2,0.13,1,7.61,Medium,0.38380000000000003
85,Weekend,Bike,2.57,4.63,25,Veg,4.9,0.44,0,5.38,Low,0.347425
85,Weekday,EV,11.51,5.46,0,Veg,7.3,0.49,0,7.53,Medium,0.542275
85,Weekend,EV,5.82,4.78,50,Non-Veg,4.4,0.28,0,8.03,Medium,0.31575
86,Weekend,Car,7.95,9.7,0,Mixed,4.3,0.98,1,13.9,High,0.621775
86,Weekday,Bike,8.12,6.86,25,Mixed,7.7,0.69,0,8.55,Medium,0.48139999999999994
86,Weekend,Bus,4.76,6.17,50,Veg,6.2,0.68,1,5.33,Low,0.3623
86,Weekend,Bus,4.05,8.54,25,Veg,7.6,0.82,1,8.16,Medium,0.474525
86,Weekend,EV,9.2,5.58,0,Mixed,6.3,1.11,0,9.78,Medium,0.5654
86,Weekday,Bike,9.1,7.23,0,Mixed,4.1,0.88,0,10.48,Medium,0.57875
86,Weekday,EV,11.14,8.43,0,Non-Veg,8.8,0.84,0,13.87,High,0.62505
87,Weekend,EV,10.01,7.09,25,Veg,5.7,0.71,1,7.21,Medium,0.5112249999999999
87,Weekday,Bike,10.28,9.26,0,Mixed,8.7,0.67,3,10.7,Medium,0.6173
87,Weekday,Car,11.04,3.86,0,Veg,7.2,0.77,2,7.61,Medium,0.5267999999999999
87,Weekend,Walk,9.15,2.92,75,Veg,6.0,0.77,2,2.72,Low,0.296875
87,Weekday,Bike,16.6,6.48,25,Veg,7.6,0.83,3,5.78,Low,0.591
87,Weekend,Walk,8.29,6.65,50,Veg,5.2,0.69,1,5.15,Low,0.41682499999999995
87,Weekend,EV,1.46,7.75,50,Veg,5.8,0.67,2,5.24,Low,0.35184999999999994
88,Weekday,Bus,8.28,6.09,75,Veg,5.7,0.38,1,3.97,Low,0.3182
88,Weekend,Walk,1.86,7.42,0,Non-Veg,2.0,1.05,2,12.04,High,0.5056499999999999
88,Weekend,Bus,1.25,8.89,50,Veg,7.4,1.2,2,6.39,Medium,0.41442500000000004
88,Weekday,Bus,9.71,8.04,75,Mixed,2.8,1.1,1,6.84,Medium,0.432675
88,Weekend,Bike,3.8,9.78,0,Mixed,8.1,0.88,0,12.57,High,0.5635
88,Weekend,Bike,8.15,8.45,0,Veg,5.0,1.0,2,9.33,Medium,0.6008749999999999
88,Weekend,Car,2.66,8.82,75,Non-Veg,6.7,0.52,2,7.69,Medium,0.31375000000000003
89,Weekday,EV,5.24,7.9,0,Veg,7.1,0.81,1,9.25,Medium,0.5383
89,Weekday,Walk,9.18,5.48,25,Non-Veg,6.3,0.95,4,8.41,Medium,0.48785
89,Weekday,Car,14.27,5.66,50,Veg,6.2,1.51,1,8.73,Medium,0.537375
89,Weekend,Walk,1.51,8.54,0,Mixed,2.6,0.77,1,11.03,High,0.501275
89,Weekday,EV,5.24,6.7,25,Non-Veg,4.4,0.47,1,9.99,Medium,0.42460000000000003
89,Weekday,Bike,12.11,3.81,75,Non-Veg,2.1,0.82,2,6.46,Medium,0.35567499999999996
89,Weekend,Walk,15.56,8.23,0,Mixed,5.4,0.73,0,11.12,High,0.6675
90,Weekday,Bus,11.49,5.93,25,Mixed,7.4,0.72,0,8.93,Medium,0.507325
90,Weekday,Walk,8.06,7.57,0,Mixed,2.4,0.83,1,10.3,Medium,0.56855
90,Weekend,EV,3.68,6.28,25,Mixed,6.0,0.82,1,8.1,Medium,0.42469999999999997
90,Weekday,Walk,9.29,6.64,25,Veg,2.7,1.16,0,7.48,Medium,0.529225
90,Weekend,EV,9.21,5.9,25,Mixed,7.3,1.27,0,9.02,Medium,0.522225
90,Weekday,Bus,14.07,6.82,0,Non-Veg,5.4,0.88,1,12.87,High,0.632675
90,Weekday,Walk,15.06,8.89,25,Non-Veg,5.6,0.76,0,11.88,High,0.61435
91,Weekend,EV,5.58,4.97,50,Mixed,2.6,0.59,1,6.07,Medium,0.34135000000000004
91,Weekday,Walk,12.78,6.89,25,Non-Veg,8.2,0.59,3,9.24,Medium,0.53225
91,Weekend,Car,2.03,3.12,75,Non-Veg,7.3,0.26,0,6.88,Medium,0.171075
91,Weekday,Walk,16.22,3.96,0,Non-Veg,6.3,0.82,0,9.74,Medium,0.5975499999999999
91,Weekday,Walk,10.55,2.0,0,Veg,8.9,0.42,0,4.14,Low,0.455475
91,Weekday,Car,10.78,3.52,25,Mixed,2.1,0.79,0,8.88,Medium,0.45585
91,Weekend,Bike,11.24,3.85,75,Veg,2.6,0.67,2,2.79,Low,0.3336
92,Weekday,Bus,12.32,5.59,75,Veg,3.9,1.17,1,5.13,Low,0.42189999999999994
92,Weekday,Bike,14.38,6.51,50,Non-Veg,2.4,0.58,1,8.47,Medium,0.48135
92,Weekday,Walk,8.88,10.0,100,Mixed,4.6,1.06,3,3.57,Low,0.39580000000000004
92,Weekend,Bike,10.58,6.17,25,Mixed,6.3,1.21,0,8.74,Medium,0.5399499999999999
92,Weekend,Walk,4.51,7.31,25,Mixed,3.2,0.82,1,8.58,Medium,0.45567499999999994
92,Weekend,Bus,6.48,6.42,75,Mixed,3.1,1.22,1,6.4,Medium,0.36949999999999994
92,Weekend,Walk,10.0,7.81,0,Non-Veg,6.8,0.36,1,11.94,High,0.56
93,Weekend,Bus,5.78,6.13,25,Mixed,8.4,0.77,3,7.46,Medium,0.44395
93,Weekday,EV,18.55,6.22,50,Non-Veg,2.6,0.63,2,8.75,Medium,0.531675
93,Weekend,Bus,0.5,7.9,75,Veg,3.4,0.69,0,4.49,Low,0.28195
93,Weekend,Car,11.05,5.55,0,Veg,5.3,0.74,1,9.36,Medium,0.558325
93,Weekday,Bike,10.81,5.08,0,Non-Veg,7.5,0.34,0,10.07,Medium,0.513925
93,Weekday,Car,11.36,6.35,0,Mixed,8.9,0.61,1,11.43,High,0.5677999999999999
93,Weekday,Bike,11.6,7.28,50,Mixed,8.9,0.45,0,7.03,Medium,0.4516
94,Weekday,Walk,15.93,4.17,50,Mixed,5.0,0.28,0,5.55,Low,0.429925
94,Weekend,Car,7.58,4.82,25,Non-Veg,5.7,0.1,2,9.37,Medium,0.38665
94,Weekend,Bus,4.02,5.56,100,Veg,5.6,0.54,1,2.57,Low,0.20465
94,Weekday,Bus,5.41,5.43,0,Non-Veg,4.8,0.35,0,10.8,Medium,0.454225
94,Weekend,Bus,6.6,5.23,0,Veg,4.2,0.1,0,6.94,Medium,0.4451
94,Weekday,Car,11.36,5.12,25,Veg,8.4,0.44,0,8.06,Medium,0.4671
94,Weekend,EV,6.1,7.68,50,Veg,9.0,0.41,0,5.89,Low,0.38765
95,Weekday,EV,2.43,7.66,0,Non-Veg,8.8,0.71,1,12.33,High,0.49037500000000006
95,Weekday,Bus,16.71,9.5,25,Veg,8.9,0.8,1,9.74,Medium,0.650375
95,Weekend,Bike,3.56,7.05,25,Mixed,4.4,1.0,2,8.24,Medium,0.453
95,Weekday,Bike,10.61,8.07,0,Mixed,3.6,0.61,1,10.44,Medium,0.5928249999999999
95,Weekday,EV,0.5,7.2,100,Non-Veg,6.0,0.93,2,5.83,Low,0.22465000000000002
95,Weekday,Walk,12.8,5.97,25,Non-Veg,8.1,0.54,0,9.82,Medium,0.5101
95,Weekday,Bike,9.0,3.89,75,Non-Veg,8.8,0.34,2,5.9,Low,0.28
96,Weekday,Bike,9.61,4.02,0,Veg,5.4,0.56,1,5.56,Low,0.49532499999999996
96,Weekday,Bus,6.72,3.03,25,Mixed,8.9,0.96,2,6.25,Medium,0.40889999999999993
96,Weekday,Walk,7.56,6.03,25,Non-Veg,7.2,0.84,0,10.21,Medium,0.4698
96,Weekend,Bus,5.44,9.02,0,Mixed,2.9,0.69,2,11.36,High,0.5536
96,Weekday,Car,7.52,5.08,0,Non-Veg,4.9,0.64,1,11.61,High,0.4968
96,Weekday,Bike,6.77,3.98,100,Mixed,8.7,0.67,0,4.31,Low,0.217825
96,Weekday,Bike,14.93,4.8,25,Mixed,7.4,0.62,2,6.4,Medium,0.519725
97,Weekend,Car,4.41,6.37,50,Non-Veg,2.1,0.43,2,8.76,Medium,0.34192500000000003
97,Weekend,Bus,2.34,5.6,25,Non-Veg,7.1,0.96,2,9.48,Medium,0.40554999999999997
97,Weekday,EV,16.34,9.56,75,Veg,3.1,0.86,0,5.65,Low,0.5267499999999999
97,Weekday,EV,18.23,2.96,25,Mixed,8.2,0.72,2,6.11,Medium,0.532175
97,Weekday,Bike,4.14,6.52,0,Veg,5.5,0.55,1,7.61,Medium,0.47614999999999996
97,Weekday,Bike,8.62,5.59,50,Mixed,7.7,0.84,1,6.4,Medium,0.41174999999999995
97,Weekend,Walk,10.14,7.48,25,Veg,6.5,1.12,0,7.94,Medium,0.55345
98,Weekday,Bus,2.03,6.28,0,Mixed,5.8,0.6,0,9.53,Medium,0.44897499999999996
98,Weekend,Walk,9.98,7.66,0,Mixed,2.7,0.28,0,10.12,Medium,0.55035
98,Weekend,EV,14.17,8.1,75,Veg,6.4,0.83,0,5.22,Low,0.468025
98,Weekend,Bike,3.57,5.77,0,Non-Veg,4.7,0.79,2,10.38,Medium,0.473225
98,Weekend,EV,8.34,4.88,50,Non-Veg,4.4,0.95,1,8.57,Medium,0.40285
98,Weekday,Bus,13.28,6.2,0,Mixed,6.9,0.91,2,9.94,Medium,0.6128
98,Weekday,Bus,14.05,7.38,50,Mixed,2.9,0.97,3,7.62,Medium,0.525825
99,Weekday,Car,16.33,3.52,50,Veg,5.2,0.49,2,6.66,Medium,0.438725
99,Weekday,EV,9.46,4.82,0,Veg,8.8,0.12,1,6.07,Medium,0.47425
99,Weekend,EV,11.48,2.39,50,Veg,7.0,0.33,0,3.83,Low,0.3427
99,Weekend,Bike,1.47,3.76,25,Veg,8.1,0.53,2,4.15,Low,0.32347499999999996
99,Weekday,Walk,12.91,3.33,75,Veg,3.7,0.74,1,3.17,Low,0.34967499999999996
99,Weekday,Bike,10.91,2.0,0,Mixed,8.4,0.55,2,5.0,Low,0.470375
99,Weekend,Walk,5.15,6.47,0,Veg,5.8,0.55,1,7.56,Medium,0.48777499999999996
100,Weekend,Car,4.72,6.95,0,Veg,2.3,0.63,2,8.64,Medium,0.49839999999999995
100,Weekday,Car,16.38,2.0,0,Non-Veg,2.2,0.72,2,10.64,Medium,0.55235
100,Weekday,EV,17.59,3.83,0,Veg,2.9,0.34,4,4.65,Low,0.573675
100,Weekday,EV,19.47,7.12,50,Non-Veg,6.9,0.7,0,10.03,Medium,0.566775
100,Weekday,Car,13.8,2.37,100,Non-Veg,2.2,0.78,1,8.93,Medium,0.2823
100,Weekend,Walk,2.62,5.87,0,Mixed,5.5,0.65,2,8.3,Medium,0.45215
100,Weekend,Bike,3.69,2.65,0,Veg,6.8,0.7,2,4.22,Low,0.405125
101,Weekday,Bus,12.92,5.73,0,Non-Veg,4.1,0.85,0,12.26,High,0.5941000000000001
101,Weekday,Bike,4.18,5.43,75,Mixed,2.7,0.75,2,4.72,Low,0.28335
101,Weekend,EV,5.8,6.69,75,Veg,6.7,0.49,1,3.8,Low,0.308
101,Weekend,EV,3.64,8.26,0,Non-Veg,2.9,0.61,1,12.75,High,0.5095
101,Weekend,Bus,11.39,3.54,25,Non-Veg,6.7,0.88,0,9.65,Medium,0.471075
101,Weekend,EV,11.87,5.72,75,Mixed,6.0,0.57,2,5.03,Low,0.37087499999999995
101,Weekday,Bike,16.36,7.97,100,Non-Veg,8.9,0.46,1,5.65,Low,0.4007
102,Weekend,Car,9.18,6.62,50,Non-Veg,5.0,0.97,1,10.91,Medium,0.44975
102,Weekend,Bike,7.48,8.06,0,Non-Veg,2.5,0.9,2,12.39,High,0.5767
102,Weekday,Bike,11.08,9.62,0,Non-Veg,7.8,0.53,0,14.03,High,0.6233
102,Weekday,Car,7.72,10.1,25,Veg,2.8,0.98,1,10.61,Medium,0.5644
102,Weekend,Car,3.72,8.54,100,Non-Veg,8.4,0.57,2,6.17,Medium,0.26289999999999997
102,Weekday,Bus,9.97,5.48,0,Veg,3.9,0.73,0,8.17,Medium,0.542625
102,Weekday,EV,16.66,4.89,0,Veg,8.9,1.18,1,7.7,Medium,0.65045
103,Weekday,Bike,14.9,4.7,25,Veg,7.9,0.87,1,5.54,Low,0.53735
103,Weekday,Walk,10.16,6.91,0,Non-Veg,4.5,0.24,2,10.66,Medium,0.5344
103,Weekend,Walk,4.89,6.78,50,Non-Veg,6.2,0.48,2,8.05,Medium,0.360125
103,Weekend,EV,9.75,3.13,50,Mixed,4.2,0.39,1,5.24,Low,0.340675
103,Weekend,EV,4.94,6.32,50,Veg,3.0,0.29,1,4.73,Low,0.33635
103,Weekend,Bike,15.1,7.43,25,Veg,7.1,0.4,0,7.05,Medium,0.5568500000000001
103,Weekday,Car,13.43,6.72,0,Mixed,3.7,0.74,1,12.32,High,0.611475
104,Weekend,Car,7.7,6.25,25,Non-Veg,3.4,1.24,1,12.05,High,0.50795
104,Weekend,Bus,5.97,7.64,25,Veg,6.0,1.2,1,8.22,Medium,0.510925
104,Weekday,Bike,10.44,7.03,0,Veg,8.4,0.58,2,7.66,Medium,0.5675
104,Weekday,Bike,14.81,11.2,0,Mixed,4.6,0.9,2,12.97,High,0.731125
104,Weekend,Car,2.79,6.74,75,Veg,7.0,0.62,1,4.31,Low,0.28177499999999994
104,Weekday,EV,7.06,9.04,25,Non-Veg,2.8,0.6,3,10.87,Medium,0.50455
104,Weekend,EV,8.93,5.21,100,Veg,4.7,0.7,2,2.39,Low,0.271825
105,Weekend,Bike,3.39,2.17,0,Veg,2.1,0.34,0,4.18,Low,0.362975
105,Weekday,EV,7.01,6.77,0,Mixed,3.1,0.7,2,9.37,Medium,0.529025
105,Weekend,Bus,0.5,6.79,25,Veg,7.4,0.51,2,6.03,Medium,0.37035
105,Weekend,Car,10.97,6.78,75,Mixed,2.6,0.58,3,6.69,Medium,0.381625
105,Weekday,Bus,13.64,5.7,0,Non-Veg,8.7,1.07,1,12.15,High,0.6201
105,Weekend,Car,10.74,6.36,50,Non-Veg,7.8,0.61,0,11.1,High,0.43525
105,Weekend,EV,0.5,8.86,25,Non-Veg,2.5,0.6,2,10.89,Medium,0.41895
106,Weekend,Bike,13.99,6.78,50,Mixed,3.1,0.74,2,6.36,Medium,0.494675
106,Weekend,EV,0.54,7.8,75,Non-Veg,7.7,0.76,2,7.23,Medium,0.28605
106,Weekend,Car,7.66,10.13,0,Non-Veg,4.9,1.17,2,16.02,High,0.64195
106,Weekend,Car,5.06,5.8,75,Mixed,2.9,0.66,1,6.14,Medium,0.29455000000000003
106,Weekday,Bike,13.18,5.34,50,Non-Veg,3.6,0.91,2,7.98,Medium,0.46935000000000004
106,Weekend,Walk,7.04,8.38,0,Mixed,5.0,0.86,1,11.0,High,0.5744
106,Weekday,EV,8.64,8.98,75,Mixed,5.6,0.77,2,5.81,Low,0.4117
107,Weekend,Bus,0.5,5.78,25,Veg,7.9,0.78,1,6.13,Medium,0.37175
107,Weekday,Walk,16.67,4.54,50,Mixed,5.4,0.93,1,6.08,Medium,0.49857500000000005
107,Weekday,EV,8.46,6.32,25,Non-Veg,4.1,0.84,1,10.33,Medium,0.48685
107,Weekday,Car,11.45,5.9,100,Veg,4.6,0.44,0,4.93,Low,0.296325
107,Weekend,Bike,4.95,4.38,50,Mixed,3.4,1.13,1,6.25,Medium,0.36487499999999995
107,Weekend,Bus,4.32,8.44,0,Non-Veg,8.0,0.69,0,13.59,High,0.528
107,Weekend,Bike,4.63,8.81,50,Mixed,4.2,0.84,0,8.12,Medium,0.42627500000000007
108,Weekend,Car,0.69,6.13,25,Non-Veg,3.9,0.53,3,8.85,Medium,0.36112500000000003
108,Weekend,Bus,4.49,5.17,0,Veg,2.0,0.58,0,7.29,Medium,0.455925
108,Weekday,Walk,17.96,4.06,25,Veg,7.3,0.42,1,4.6,Low,0.5267999999999999
108,Weekday,EV,14.74,4.65,50,Veg,7.6,0.14,0,4.66,Low,0.41345
108,Weekday,Bike,9.88,5.44,0,Non-Veg,5.6,0.65,2,9.94,Medium,0.5343
108,Weekday,Bike,16.73,9.12,0,Non-Veg,2.4,0.75,0,13.88,High,0.7015250000000001
108,Weekend,Car,9.8,4.41,0,Mixed,3.7,0.63,1,9.52,Medium,0.5111
109,Weekend,Car,6.76,5.89,0,Mixed,3.0,0.72,0,10.62,Medium,0.5099
109,Weekday,Bike,9.91,6.04,25,Mixed,5.9,0.95,0,8.35,Medium,0.5081749999999999
109,Weekend,Bike,3.57,4.13,25,Veg,3.5,0.56,0,5.21,Low,0.359525
109,Weekday,Walk,15.87,6.76,50,Mixed,7.5,0.54,2,6.11,Medium,0.501775
109,Weekday,EV,14.53,5.11,0,Mixed,2.5,0.54,2,8.12,Medium,0.577025
109,Weekend,EV,12.44,4.14,0,Veg,5.5,0.36,0,6.32,Medium,0.5171
109,Weekday,EV,5.25,3.94,50,Veg,7.6,0.62,1,4.17,Low,0.319025
110,Weekday,Walk,7.93,5.45,25,Non-Veg,2.7,0.95,1,9.59,Medium,0.471625
110,Weekend,Bike,11.33,3.72,75,Veg,5.9,0.74,4,2.05,Low,0.337725
110,Weekend,Bus,1.48,10.07,50,Veg,6.2,0.89,0,7.31,Medium,0.4161
110,Weekday,EV,14.61,8.66,0,Veg,5.2,0.72,0,10.56,Medium,0.6634249999999999
110,Weekend,Car,1.97,9.05,50,Veg,6.6,0.39,1,6.19,Medium,0.36182500000000006
110,Weekend,Car,6.01,9.29,100,Veg,2.7,1.02,2,3.69,Low,0.34252499999999997
110,Weekend,Car,0.5,11.04,50,Mixed,3.8,1.07,2,8.61,Medium,0.43765
111,Weekend,Bus,12.12,7.83,50,Mixed,3.5,1.05,2,8.14,Medium,0.5171
111,Weekday,Bike,12.79,6.6,100,Non-Veg,4.2,0.63,2,5.46,Low,0.342275
111,Weekend,EV,6.89,6.44,0,Non-Veg,7.5,0.69,1,11.48,High,0.520125
111,Weekend,EV,0.5,3.45,25,Veg,5.7,0.65,1,4.52,Low,0.31475
111,Weekend,Walk,14.17,7.7,0,Veg,3.9,0.87,2,8.55,Medium,0.650725
111,Weekend,Bike,7.12,7.52,25,Non-Veg,4.5,1.32,0,11.71,High,0.5325
111,Weekday,Bus,8.49,2.85,0,Mixed,2.3,0.9,1,7.19,Medium,0.485125
112,Weekday,EV,19.13,6.12,25,Non-Veg,4.0,0.71,0,10.88,Medium,0.605825
112,Weekend,Bus,11.38,9.21,75,Veg,4.9,0.77,3,4.52,Low,0.45055
112,Weekend,Walk,4.69,5.88,25,Mixed,8.4,0.81,2,7.29,Medium,0.428525
112,Weekday,Bus,12.62,7.6,0,Mixed,5.3,0.77,1,11.26,High,0.62135
112,Weekday,EV,5.6,5.02,25,Veg,7.8,0.71,1,5.77,Low,0.4147
112,Weekday,Walk,14.92,7.85,100,Non-Veg,8.2,0.95,0,6.64,Medium,0.41950000000000004
112,Weekday,Bike,21.58,6.42,50,Non-Veg,5.9,0.48,1,8.31,Medium,0.56155
113,Weekday,Car,11.32,4.77,50,Mixed,6.9,0.31,2,7.41,Medium,0.3867
113,Weekday,Car,11.91,5.83,75,Non-Veg,2.4,0.78,1,9.74,Medium,0.390375
113,Weekend,Bus,6.52,2.66,75,Non-Veg,2.3,0.92,1,7.26,Medium,0.2708
113,Weekend,Car,4.44,2.81,75,Veg,7.3,0.48,2,3.28,Low,0.2126
113,Weekday,Walk,7.28,5.84,75,Veg,7.4,0.85,4,2.62,Low,0.3383
113,Weekend,Walk,0.5,9.37,0,Mixed,2.9,1.14,1,12.15,High,0.5348499999999999
113,Weekday,EV,12.35,5.47,25,Mixed,8.8,0.58,3,6.85,Medium,0.497675
114,Weekday,EV,11.89,2.85,0,Mixed,4.4,0.97,0,7.47,Medium,0.5332250000000001
114,Weekend,Car,7.25,5.59,0,Veg,7.7,0.64,0,8.87,Medium,0.503625
114,Weekday,EV,9.31,7.2,50,Veg,8.8,0.72,3,5.0,Low,0.442975
114,Weekday,Bus,7.71,5.5,25,Mixed,5.4,0.62,2,7.44,Medium,0.44347499999999995
114,Weekday,Car,6.38,6.7,0,Non-Veg,4.9,0.93,0,13.46,High,0.53815
114,Weekend,Bus,4.97,5.23,0,Non-Veg,7.5,0.57,0,10.87,Medium,0.462325
114,Weekend,Bus,5.94,6.41,75,Non-Veg,8.0,0.76,1,7.8,Medium,0.32575000000000004
115,Weekday,EV,13.57,7.83,25,Veg,3.6,0.91,1,8.06,Medium,0.586525
115,Weekend,Bike,8.92,5.77,50,Veg,3.3,0.69,0,5.19,Low,0.40709999999999996
115,Weekday,Bike,10.3,8.92,75,Non-Veg,5.9,0.98,2,7.7,Medium,0.44804999999999995
115,Weekend,Car,1.29,7.95,100,Mixed,3.9,0.71,1,4.23,Low,0.23192499999999996
115,Weekend,Bike,6.55,12.27,0,Mixed,5.1,0.87,1,14.21,High,0.646875
115,Weekday,EV,3.7,8.45,25,Veg,2.4,1.01,2,7.76,Medium,0.48355000000000004
115,Weekday,Walk,8.03,6.02,25,Veg,3.1,1.09,1,6.61,Medium,0.495475
116,Weekday,Bike,8.0,5.49,0,Non-Veg,8.2,0.67,0,10.8,Medium,0.5134
116,Weekday,Car,13.84,6.12,0,Veg,4.6,0.86,2,10.16,Medium,0.6142
116,Weekend,Bike,6.72,4.06,25,Non-Veg,2.3,1.01,0,9.21,Medium,0.4335
116,Weekday,EV,11.09,8.3,0,Mixed,4.7,0.75,0,11.66,High,0.6146250000000001
116,Weekday,Bus,14.48,5.12,75,Mixed,6.1,0.56,2,5.58,Low,0.3907
116,Weekend,Bike,6.42,8.21,0,Non-Veg,2.9,0.81,1,12.81,High,0.55925
116,Weekday,Bike,12.24,4.32,0,Veg,2.7,0.83,1,6.14,Medium,0.5558
117,Weekend,EV,13.14,5.56,0,Mixed,4.8,1.23,1,9.67,Medium,0.62385
117,Weekday,EV,7.71,6.62,25,Mixed,6.9,0.84,1,8.48,Medium,0.483475
117,Weekday,Bike,13.23,9.26,50,Non-Veg,4.4,0.68,0,10.11,Medium,0.529975
117,Weekend,EV,9.35,8.38,50,Veg,5.5,0.58,1,6.11,Medium,0.45587500000000003
117,Weekend,Bike,9.51,5.18,75,Mixed,6.8,0.57,0,5.24,Low,0.33057499999999995
117,Weekend,EV,9.26,4.7,0,Mixed,4.2,0.35,0,8.14,Medium,0.48775
117,Weekday,Car,14.45,2.43,25,Veg,4.4,0.74,1,7.01,Medium,0.475925
118,Weekday,Walk,13.16,8.85,0,Mixed,2.4,0.69,0,11.59,High,0.6467
118,Weekday,Car,13.44,8.62,0,Mixed,5.9,1.23,0,14.86,High,0.6888000000000001
118,Weekend,Bike,7.5,6.14,50,Non-Veg,2.1,0.96,1,8.77,Medium,0.41835
118,Weekday,EV,8.9,7.02,50,Non-Veg,3.5,1.01,2,9.14,Medium,0.45745
118,Weekend,Bus,8.4,8.9,0,Mixed,6.0,0.7,1,11.91,High,0.589
118,Weekend,Bike,4.46,3.52,75,Veg,8.5,1.21,1,3.77,Low,0.28545
118,Weekday,Car,14.25,8.26,75,Mixed,8.0,0.61,1,8.51,Medium,0.454625
119,Weekend,Bus,2.96,4.01,50,Non-Veg,2.5,0.62,1,7.73,Medium,0.2918
119,Weekday,Bus,16.93,4.59,100,Non-Veg,7.7,0.62,1,7.2,Medium,0.353025
119,Weekend,Walk,5.23,6.75,0,Non-Veg,5.9,0.89,3,10.9,Medium,0.521575
119,Weekday,Bike,12.84,6.63,0,Non-Veg,2.6,0.32,0,11.33,High,0.5687
119,Weekend,EV,10.9,5.45,25,Non-Veg,9.0,0.47,0,9.85,Medium,0.47035000000000005
119,Weekend,Walk,2.1,4.85,50,Veg,8.3,0.51,1,4.21,Low,0.28905000000000003
119,Weekday,Walk,10.61,7.16,0,Veg,8.1,0.46,1,8.03,Medium,0.562625
120,Weekday,Walk,13.71,7.32,0,Veg,4.5,0.79,1,8.56,Medium,0.6309750000000001
120,Weekend,Walk,10.55,5.21,75,Non-Veg,8.6,0.88,2,6.83,Medium,0.36897500000000005
120,Weekend,Bike,7.42,3.91,25,Non-Veg,4.0,0.62,1,8.25,Medium,0.40804999999999997
120,Weekend,Walk,6.25,5.18,0,Non-Veg,2.8,0.76,2,9.86,Medium,0.492525
120,Weekday,Walk,6.01,3.54,0,Mixed,7.4,0.64,0,7.17,Medium,0.447125
120,Weekend,Bus,1.62,6.73,0,Mixed,8.5,0.89,1,9.81,Medium,0.47605
